sexo,idade,cor,MSAU051,escolaridade,formacao
Feminino,37,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,35,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,52,Parda,Sim,Ensino superior incompleto,-
Masculino,32,Parda,Sim,Mestrado,Administração
Feminino,38,Parda,Sim,Ensino superior completo,Administração
Feminino,39,Parda,Sim,Especialização,Pedagogia
Masculino,37,Parda,Sim,Especialização,Pedagogia
Feminino,32,Branca,Sim,Ensino superior completo,Direito
Feminino,41,Branca,Sim,Especialização,Pedagogia
Masculino,38,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,29,Branca,Sim,Ensino superior completo,Administração
Feminino,65,Branca,Não,Especialização,Enfermagem
Masculino,30,Branca,Sim,Especialização,Pedagogia
Feminino,22,Parda,Não,Ensino superior completo,Pedagogia
Feminino,66,Branca,Sim,Especialização,Medicina
Masculino,37,Branca,Não,Especialização,Pedagogia
Feminino,53,Branca,Sim,Ensino superior completo,Direito
Masculino,50,Branca,Sim,Especialização,Administração
Feminino,33,Branca,Não,Ensino superior completo,Direito
Masculino,43,Branca,Sim,Especialização,Enfermagem
Feminino,50,Parda,Sim,Especialização,Assistência social
Masculino,37,Parda,Sim,Especialização,Pedagogia
Feminino,32,Branca,Sim,Especialização,Pedagogia
Feminino,39,Parda,Não,Ensino superior completo,Pedagogia
Feminino,40,Parda,Não,Ensino superior incompleto,-
Masculino,36,Parda,Sim,Ensino superior completo,Medicina
Feminino,31,Branca,Sim,Especialização,Administração
Masculino,51,Parda,Não,Ensino superior completo,Administração
Feminino,35,Branca,Sim,Ensino superior completo,Administração
Masculino,47,Parda,Sim,Ensino superior completo,Administração
Feminino,49,Parda,Não,Especialização,Direito
Feminino,38,Parda,Sim,Especialização,Pedagogia
Feminino,25,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,29,Branca,Sim,Ensino superior completo,Administração
Feminino,31,Branca,Não,Especialização,Administração
Feminino,62,Parda,Não,Ensino superior completo,Administração
Feminino,38,Branca,Sim,Mestrado,Pedagogia
Feminino,35,Parda,Não,Ensino superior completo,Pedagogia
Masculino,36,Branca,Sim,Ensino superior incompleto,-
Masculino,37,Parda,Não,Ensino superior incompleto,-
Feminino,33,Parda,Sim,Ensino superior incompleto,-
Feminino,29,Branca,Não,Ensino superior completo,Jornalismo
Feminino,60,Parda,Sim,Ensino superior completo,Assistência social
Feminino,37,Branca,Não,Ensino superior completo,Psicologia
Masculino,30,Parda,Não,Ensino superior completo,Jornalismo
Feminino,42,Branca,Sim,Especialização,Direito
Feminino,54,Parda,Sim,Especialização,Enfermagem
Feminino,52,Branca,Sim,Ensino superior completo,Sociologia
Masculino,33,Parda,Sim,Ensino superior completo,Administração
Feminino,43,Branca,Sim,Especialização,Medicina
Feminino,42,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,57,Parda,Não,Especialização,Enfermagem
Masculino,37,Parda,Sim,Ensino superior completo,Administração
Feminino,58,Parda,Sim,Ensino superior completo,Administração
Feminino,48,Parda,Sim,Ensino superior incompleto,-
Feminino,70,Parda,Sim,Ensino superior completo,Sociologia
Feminino,46,Branca,Sim,Ensino superior completo,Administração
Feminino,45,Parda,Sim,Especialização,Pedagogia
Masculino,21,Parda,Sim,Especialização,Administração
Feminino,39,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,55,Branca,Sim,Ensino superior completo,Administração
Masculino,33,Parda,Sim,Mestrado,Administração
Masculino,62,Parda,Sim,Ensino superior completo,Assistência social
Feminino,48,Branca,Sim,Especialização,Direito
Feminino,37,Branca,Sim,Especialização,Direito
Masculino,53,Parda,Não,Ensino superior completo,Administração
Masculino,52,Parda,Não,Ensino superior incompleto,-
Feminino,43,Parda,Sim,Ensino superior completo,Administração
Feminino,31,Parda,Sim,Especialização,Pedagogia
Masculino,42,Parda,Não,Ensino médio (2º Grau) completo,-
Masculino,50,Parda,Sim,Ensino superior completo,Administração
Feminino,48,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,59,Parda,Não,Ensino superior completo,Administração
Feminino,28,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,36,Parda,Sim,Especialização,Pedagogia
Masculino,30,Branca,Sim,Ensino superior incompleto,-
Feminino,31,Branca,Sim,Especialização,Pedagogia
Masculino,51,Parda,Sim,Ensino superior completo,Jornalismo
Masculino,35,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,45,Branca,Sim,Mestrado,Assistência social
Feminino,40,Parda,Não,Especialização,Administração
Feminino,40,Branca,Sim,Ensino superior completo,Direito
Feminino,36,Parda,Sim,Ensino superior completo,Sociologia
Masculino,24,Parda,Sim,Ensino superior completo,Administração
Masculino,56,Parda,Sim,Especialização,Administração
Feminino,58,Branca,Sim,Ensino superior completo,Sociologia
Feminino,30,Branca,Sim,Especialização,Psicologia
Feminino,57,Branca,Sim,Ensino superior completo,Administração
Feminino,60,Branca,Sim,Ensino superior incompleto,-
Feminino,44,Parda,Sim,Especialização,Sociologia
Masculino,57,Parda,Sim,Ensino superior completo,Sociologia
Feminino,43,Branca,Não,Ensino médio (2º Grau) incompleto,-
Masculino,57,Parda,Sim,Mestrado,Enfermagem
Masculino,58,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,42,Branca,Sim,Ensino superior completo,Administração
Masculino,40,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,51,Parda,Não,Ensino superior completo,Sociologia
Feminino,34,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,35,Preta,Sim,Ensino superior incompleto,-
Masculino,26,Parda,Sim,Especialização,Pedagogia
Masculino,55,Parda,Sim,Ensino fundamental (1º Grau) incompleto,-
Masculino,41,Parda,Sim,Especialização,Administração
Masculino,31,Branca,Sim,Ensino superior completo,Enfermagem
Masculino,36,Parda,Sim,Ensino superior completo,Jornalismo
Masculino,41,Parda,Sim,Ensino superior completo,Administração
Feminino,29,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,56,Branca,Não,Ensino superior completo,Terapia ocupacional
Feminino,51,Preta,Sim,Especialização,Direito
Masculino,50,Parda,Não,Mestrado,Sociologia
Masculino,31,Parda,Sim,Ensino superior completo,Jornalismo
Feminino,37,Amarela,Sim,Mestrado,Pedagogia
Feminino,34,Branca,Não,Ensino superior completo,Administração
Feminino,51,Parda,Sim,Especialização,Medicina
Masculino,42,Parda,Sim,Especialização,Sociologia
Masculino,33,Preta,Sim,Especialização,Enfermagem
Feminino,29,Parda,Sim,Ensino superior incompleto,-
Masculino,55,Parda,Sim,Ensino superior incompleto,-
Feminino,41,Parda,Sim,Especialização,Administração
Feminino,26,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,34,Branca,Sim,Especialização,Pedagogia
Masculino,44,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,38,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,36,Parda,Sim,Especialização,Administração
Feminino,42,Parda,Sim,Especialização,Pedagogia
Feminino,33,Parda,Sim,Ensino superior completo,Direito
Masculino,36,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,40,Parda,Sim,Ensino superior completo,Direito
Feminino,62,Branca,Não,Ensino superior completo,Assistência social
Feminino,39,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,44,Preta,Não,Doutorado,Psicologia
Masculino,46,Parda,Sim,Ensino superior completo,Jornalismo
Feminino,59,Parda,Sim,Ensino superior incompleto,-
Feminino,45,Parda,Não,Especialização,Pedagogia
Feminino,37,Preta,Não,Especialização,Administração
Feminino,29,Parda,Não,Especialização,Pedagogia
Masculino,43,Branca,Sim,Especialização,Administração
Feminino,40,Parda,Sim,Especialização,Pedagogia
Masculino,37,Parda,Sim,Ensino superior completo,Administração
Masculino,41,Preta,Não,Ensino médio (2º Grau) completo,-
Feminino,31,Preta,Sim,Especialização,Pedagogia
Feminino,31,Branca,Sim,Ensino superior incompleto,-
Masculino,33,Branca,Não,Especialização,Assistência social
Feminino,48,Parda,Não,Ensino superior completo,Sociologia
Feminino,32,Branca,Sim,Especialização,Pedagogia
Masculino,47,Parda,Sim,Ensino superior incompleto,-
Feminino,59,Branca,Sim,Ensino superior completo,Administração
Masculino,0,Branca,Não,Ensino superior completo,Psicologia
Feminino,50,Parda,Sim,Especialização,Pedagogia
Feminino,0,Parda,Não,Ensino superior completo,Direito
Masculino,35,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,39,Parda,Não,Ensino superior completo,Assistência social
Masculino,51,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,62,Parda,Não,Ensino médio (2º Grau) completo,-
Feminino,46,Branca,Sim,Especialização,Pedagogia
Feminino,42,Parda,Sim,Ensino superior completo,Administração
Masculino,59,Preta,Sim,Ensino superior incompleto,-
Masculino,34,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,35,Parda,Sim,Ensino superior incompleto,-
Masculino,69,Parda,Sim,Ensino superior completo,Assistência social
Masculino,48,Preta,Não,Ensino superior completo,Direito
Feminino,46,Branca,Não,Ensino superior completo,Assistência social
Feminino,40,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,32,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,43,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,28,Parda,Não,Doutorado,Administração
Masculino,32,Parda,Não,Ensino superior completo,Pedagogia
Feminino,29,Parda,Não,Especialização,Pedagogia
Feminino,32,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,31,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,38,Branca,Sim,Especialização,Assistência social
Feminino,38,Parda,Sim,Especialização,Sociologia
Feminino,43,Parda,Sim,Especialização,Nutrição
Feminino,47,Preta,Não,Especialização,Assistência social
Masculino,40,Parda,Não,Ensino superior completo,Assistência social
Masculino,36,Branca,Não,Ensino superior completo,Pedagogia
Feminino,41,Parda,Sim,Especialização,Pedagogia
Masculino,43,Preta,Não,Ensino médio (2º Grau) completo,-
Masculino,28,Parda,Não,Especialização,Direito
Masculino,32,Parda,Sim,Especialização,Administração
Feminino,34,Parda,Não,Mestrado,Pedagogia
Masculino,45,Parda,Não,Ensino superior completo,Assistência social
Masculino,45,Parda,Sim,Ensino superior completo,Sociologia
Masculino,60,Parda,Não,Mestrado,Medicina
Masculino,62,Parda,Sim,Ensino superior completo,Sociologia
Feminino,32,Parda,Sim,Especialização,Pedagogia
Feminino,42,Parda,Sim,Ensino fundamental (1º Grau) completo,-
Feminino,30,Branca,Sim,Especialização,Pedagogia
Feminino,55,Branca,Não,Especialização,Pedagogia
Masculino,36,Parda,Não,Especialização,Assistência social
Feminino,53,Branca,Não,Especialização,Jornalismo
Feminino,29,Parda,Não,Ensino superior completo,Pedagogia
Masculino,63,Branca,Não,Especialização,Medicina
Masculino,58,Branca,Não,Especialização,Medicina
Feminino,44,Parda,Sim,Especialização,Pedagogia
Feminino,65,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,42,Parda,Não,Especialização,Psicologia
Feminino,41,Branca,Sim,Ensino superior completo,Sociologia
Feminino,0,Branca,Não,Ensino superior completo,Pedagogia
Feminino,34,Parda,Sim,Especialização,Administração
Feminino,34,Parda,Sim,Especialização,Pedagogia
Feminino,38,Parda,Não,Especialização,Direito
Masculino,30,Branca,Não,Especialização,Pedagogia
Feminino,49,Parda,Não,Especialização,Administração
Masculino,44,Branca,Não,Ensino superior completo,Administração
Feminino,38,Preta,Sim,Especialização,Direito
Feminino,0,Branca,Não,Especialização,Pedagogia
Feminino,32,Parda,Não,Ensino superior completo,Assistência social
Masculino,45,Parda,Não,Ensino médio (2º Grau) incompleto,-
Feminino,28,Branca,Sim,Ensino superior completo,Administração
Feminino,37,Preta,Sim,Ensino superior completo,Pedagogia
Masculino,44,Branca,Não,Especialização,Pedagogia
Feminino,36,Parda,Não,Ensino superior completo,Direito
Masculino,31,Branca,Sim,Ensino superior completo,Administração
Masculino,69,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,42,Parda,Não,Ensino superior completo,Pedagogia
Feminino,49,Branca,Sim,Ensino superior incompleto,-
Feminino,33,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,32,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,34,Branca,Sim,Especialização,Pedagogia
Feminino,32,Preta,Sim,Ensino superior completo,Administração
Masculino,37,Parda,Não,Ensino superior completo,Administração
Masculino,35,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,34,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,46,Parda,Sim,Especialização,Pedagogia
Masculino,30,Branca,Não,Ensino superior completo,Pedagogia
Feminino,33,Parda,Sim,Especialização,Pedagogia
Masculino,52,Parda,Não,Especialização,Enfermagem
Masculino,38,Branca,Sim,Especialização,Pedagogia
Masculino,27,Branca,Não,Ensino superior completo,Jornalismo
Masculino,60,Branca,Não,Ensino superior completo,Administração
Feminino,35,Branca,Não,Especialização,Pedagogia
Feminino,54,Parda,Não,Ensino médio (2º Grau) completo,-
Masculino,38,Parda,Não,Especialização,Administração
Feminino,58,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,47,Branca,Não,Ensino superior completo,Enfermagem
Feminino,52,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,0,Parda,Não,Ensino superior completo,Pedagogia
Masculino,54,Branca,Não,Ensino superior completo,Administração
Feminino,38,Parda,Não,Mestrado,Pedagogia
Masculino,26,Parda,Sim,Ensino superior completo,Administração
Masculino,51,Branca,Não,Ensino superior completo,Pedagogia
Masculino,32,Parda,Não,Especialização,Pedagogia
Masculino,36,Parda,Sim,Especialização,Administração
Feminino,29,Parda,Sim,Mestrado,Nutrição
Feminino,43,Parda,Sim,Ensino superior incompleto,-
Feminino,51,Branca,Sim,Especialização,Enfermagem
Feminino,0,Branca,Não,Especialização,Psicologia
Masculino,49,Parda,Não,Ensino médio (2º Grau) completo,-
Masculino,66,Branca,Sim,Especialização,Assistência social
Masculino,54,Branca,Sim,Especialização,Pedagogia
Feminino,27,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,52,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,55,Branca,Não,Mestrado,Pedagogia
Masculino,61,Branca,Não,Ensino superior incompleto,-
Feminino,49,Parda,Não,Ensino superior completo,Direito
Feminino,31,Preta,Sim,Ensino superior completo,Pedagogia
Feminino,30,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,33,Parda,Sim,Especialização,Pedagogia
Feminino,31,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,42,Parda,Não,Ensino médio (2º Grau) completo,-
Masculino,39,Parda,Sim,Especialização,Pedagogia
Masculino,39,Parda,Não,Ensino superior completo,Administração
Masculino,32,Parda,Não,Ensino superior completo,Enfermagem
Feminino,28,Preta,Não,Ensino superior completo,Pedagogia
Masculino,49,Parda,Não,Especialização,Enfermagem
Feminino,40,Branca,Sim,Especialização,Pedagogia
Feminino,35,Parda,Sim,Especialização,Sociologia
Feminino,38,Parda,Sim,Especialização,Assistência social
Feminino,37,Parda,Não,Mestrado,Pedagogia
Feminino,40,Parda,Sim,Mestrado,Pedagogia
Masculino,49,Parda,Não,Ensino médio (2º Grau) completo,-
Feminino,33,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,50,Branca,Sim,Ensino superior incompleto,-
Feminino,32,Branca,Não,Especialização,Pedagogia
Feminino,35,Parda,Sim,Especialização,Administração
Feminino,39,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,43,Preta,Não,Ensino superior completo,Direito
Masculino,41,Parda,Não,Ensino superior completo,Assistência social
Feminino,34,Branca,Sim,Especialização,Pedagogia
Feminino,33,Preta,Sim,Especialização,Pedagogia
Masculino,50,Parda,Não,Especialização,Enfermagem
Feminino,0,Preta,Não,Ensino superior completo,Direito
Feminino,31,Parda,Sim,Especialização,Pedagogia
Feminino,31,Parda,Não,Especialização,Pedagogia
Masculino,68,Parda,Não,Doutorado,Jornalismo
Masculino,53,Preta,Sim,Ensino superior completo,Administração
Masculino,0,Branca,Não,Ensino superior completo,Medicina
Feminino,32,Branca,Não,Ensino superior completo,Pedagogia
Feminino,41,Parda,Sim,Especialização,Pedagogia
Feminino,49,Parda,Não,Especialização,Administração
Masculino,48,Parda,Não,Ensino médio (2º Grau) completo,-
Feminino,33,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,35,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,35,Branca,Sim,Especialização,Pedagogia
Feminino,33,Branca,Não,Especialização,Pedagogia
Feminino,48,Parda,Não,Especialização,Terapia ocupacional
Feminino,39,Parda,Não,Especialização,Administração
Masculino,34,Branca,Não,Especialização,Enfermagem
Masculino,42,Parda,Sim,Mestrado,Pedagogia
Masculino,40,Branca,Sim,Especialização,Administração
Feminino,35,Parda,Não,Ensino superior incompleto,-
Feminino,48,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,36,Preta,Sim,Ensino superior incompleto,-
Masculino,37,Branca,Sim,Ensino superior completo,Medicina
